00d7:007b:008c:007c:00ff:0055:000a:002f,00d4:00aa:00a2:004e:00c9:003e:00f6:0084,45941,59914,IPv6
140.143.36.231,218.255.29.88,16184,56884,IPv4
238.156.205.175,136.160.192.141,38927,19207,IPv4
124.128.114.248,238.36.135.4,24543,59977,IPv4
42.206.33.123,90.19.29.214,6065,5471,IPv4
201.102.176.15,110.172.102.35,56272,63065,IPv4
00b5:0035:00ca:003e:00ce:008b:009f:0038,0005:0003:00f1:0009:00dc:0003:006d:00c9,25467,41672,IPv6
0035:00d3:008b:00f6:001f:0020:0051:00dd,006a:003d:00db:00a3:00b9:00d8:00e7:00d8,20677,37932,IPv6
151.33.134.120,199.43.161.80,30481,37019,IPv4
163.134.183.151,20.161.92.173,22327,14698,IPv4
221.75.89.131,39.75.123.251,28147,54921,IPv4
38.193.40.115,95.113.201.138,18405,10255,IPv4
0069:0094:0068:0050:0032:00c9:001a:005c,00b7:004c:00f5:001f:0061:008f:002d:0037,46615,49987,IPv6
0021:00ff:000c:00b4:001c:00de:0041:0063,0053:008d:0013:009f:00dd:00d7:00bb:00df,115,47141,IPv6
007b:003e:0064:000e:0007:008e:0007:00d0,000a:00c3:00ba:0009:0099:00c1:000d:00cc,28049,34303,IPv6
0067:00e4:0092:00f9:00bf:00bc:00ed:0065,00e4:0035:0060:00e2:00ba:0094:001a:00c8,20477,35133,IPv6
21.238.151.128,208.25.68.143,49957,20849,IPv4
186.208.110.55,151.82.195.171,13209,15671,IPv4
005c:00a1:00cb:0055:0036:0016:0018:00d1,0004:0041:00b1:0094:0005:0065:0087:00f2,26629,49463,IPv6
00b7:0061:003e:00be:008c:00d1:00dd:0062,0037:008c:00c5:003a:00a5:001d:00a9:00e9,27572,12047,IPv6
27.215.228.147,214.228.64.40,60129,37044,IPv4
86.158.50.167,60.157.169.94,61325,61536,IPv4
197.103.120.207,20.106.198.80,34973,26989,IPv4
008b:00af:0092:00bd:0015:00ef:009d:0062,00cc:0008:0034:000f:0072:0026:00b3:002d,7781,49792,IPv6
216.10.192.71,154.21.85.186,10126,58012,IPv4
0047:0005:0014:003d:00a1:0070:005d:008c,009c:00d7:0040:0012:0093:0064:0025:00ae,32990,42074,IPv6
147.218.211.106,56.101.153.120,43882,33128,IPv4
35.245.205.134,209.21.60.62,61140,62762,IPv4
8.230.207.202,225.189.197.116,12510,53247,IPv4
6.123.95.183,44.233.63.163,15873,62029,IPv4
139.70.31.4,152.161.136.111,32213,18541,IPv4
0032:001f:00a6:00ed:0098:0070:003b:001e,00b7:0003:00fc:00aa:0002:00bf:0081:00a8,27427,59309,IPv6
0005:0057:00a0:00ff:0046:00a9:00ab:0003,0038:00b5:0090:00b6:00c0:00d7:006c:003b,32973,47987,IPv6
0041:0072:0034:00f1:0023:0090:00ff:00ac,00d5:00bc:002c:00ab:00f0:00e4:0012:002f,28960,47512,IPv6
00b5:0023:006c:0013:002b:00b3:00c4:0077,008e:00f0:0025:00c7:0062:00ce:0058:0094,25791,58968,IPv6
00c8:0064:005d:00f9:0063:00f8:00d7:00ca,0032:00a8:00ca:009e:0064:00bb:002d:00e7,45216,42007,IPv6
29.167.24.240,243.22.206.232,5890,6507,IPv4
00bf:0022:002d:0073:0013:0026:002f:004d,00a6:00be:007d:0055:0036:0067:00cc:005e,64880,36083,IPv6
175.62.241.182,204.49.219.150,26290,12818,IPv4
83.94.40.127,226.166.113.218,25723,64535,IPv4
154.115.203.28,90.128.128.97,20201,4915,IPv4
001a:0002:00fc:004f:007d:0034:00ca:0004,00db:001a:009b:0051:00e8:0030:001a:0044,25768,58008,IPv6
206.163.54.95,39.225.219.229,38963,31519,IPv4
000f:0078:00dc:0099:0014:008e:00de:0095,0060:005a:00df:00f9:001b:00c3:0002:0034,59847,2118,IPv6
0010:00ba:007c:00c0:0029:0061:0022:00d9,007a:00d6:00a2:0038:002f:002d:00a3:0002,50006,62128,IPv6
129.160.194.14,188.139.93.83,35432,45604,IPv4
00d3:0050:00c9:00db:0095:0047:0060:00e5,003c:0013:002d:00f2:00ee:00e0:009c:000c,45981,20097,IPv6
101.114.31.99,37.243.157.218,54156,16561,IPv4
207.137.167.194,73.232.4.246,2530,110,IPv4
00bd:0024:003f:00ea:005d:00f5:0037:00a7,007b:007e:0095:0076:003d:0092:008f:00c7,65333,61571,IPv6
00e0:0029:00c1:0019:0072:0003:0071:004c,00cc:00aa:0069:00c3:0015:00b2:0019:0034,23286,44236,IPv6
78.66.109.116,188.22.194.218,49617,25392,IPv4
00af:00db:0065:008c:00fd:008c:0053:00a8,0079:00a1:0081:0058:002f:0059:0006:0044,4442,13559,IPv6
002a:00e5:0074:005d:006c:00f2:00f7:00eb,0071:00fb:0092:001b:00af:00d6:007d:00db,30779,25259,IPv6
009b:0096:0086:0099:0050:00f3:0081:0043,0045:0098:00d6:0099:00c2:00f0:009c:004e,17953,29615,IPv6
008e:00c0:0003:00c4:002e:00d9:00c3:0005,0095:001c:00e1:007c:003e:00b8:00ca:009c,53995,55516,IPv6
222.114.112.5,224.250.234.110,14710,3334,IPv4
182.217.106.9,163.32.178.207,26645,53637,IPv4
27.76.62.225,239.166.216.94,63380,48216,IPv4
45.142.164.149,196.221.37.141,32351,45728,IPv4
174.217.255.26,184.149.63.253,23579,54738,IPv4
117.219.4.161,199.185.61.155,23886,2539,IPv4
